lon,lat
21.707348303720078,60.19179827570642
21.706449988435956,60.19224482355639
21.705551673151838,60.19269136533145
21.70465335786772,60.19313790103166
21.703755042583598,60.19358443065706
21.703755042583598,60.194030954207726
21.703755042583598,60.194477471683705
21.703755042583598,60.19492398308505
21.703755042583598,60.19537048841181
21.703755042583598,60.195816987664045
21.703755042583598,60.19626348084183
21.703755042583598,60.19670996794519
21.703755042583598,60.197156448974205
21.703755042583598,60.197602923928905
21.703755042583598,60.198049392809374
21.703755042583598,60.198495855615654
21.703755042583598,60.198942312347796
21.703755042583598,60.199388763005864
21.703755042583598,60.1998352075899
21.703755042583598,60.200281646099974
21.703755042583598,60.20072807853615
21.703755042583598,60.20117450489846
21.703755042583598,60.20162092518697
21.703755042583598,60.20206733940172
21.703755042583598,60.20251374754281
21.703755042583598,60.20296014961025
21.703755042583598,60.20340654560412
21.703755042583598,60.20385293552446
21.70465335786772,60.20429931937134
21.70465335786772,60.20474569714481
21.70465335786772,60.2051920688449
21.705551673151838,60.20563843447172
21.705551673151838,60.206084794025294
21.705551673151838,60.20653114750566
21.706449988435956,60.2069774949129
21.706449988435956,60.20742383624707
21.706449988435956,60.2078701715082
21.707348303720078,60.208316500696384
21.707348303720078,60.20876282381164
21.707348303720078,60.20920914085406
21.708246619004196,60.20965545182365
21.708246619004196,60.21010175672052
21.708246619004196,60.210548055544685
21.709144934288314,60.210994348296225
21.709144934288314,60.2114406349752
21.709144934288314,60.21188691558163
21.710043249572436,60.2123331901156
21.710043249572436,60.21277945857716
21.710043249572436,60.21322572096636
21.710941564856554,60.21367197728327
21.710941564856554,60.21411822752793
21.710941564856554,60.214564471700406
21.710941564856554,60.21501070980073
21.711839880140673,60.215456941829
21.711839880140673,60.21590316778523
21.711839880140673,60.2163493876695
21.711839880140673,60.21679560148186
21.711839880140673,60.21724180922236
21.711839880140673,60.21768801089106
21.711839880140673,60.21813420648802
21.712738195424794,60.21858039601328
21.713636510708913,60.21858039601328
21.71453482599303,60.219026579466906
21.715433141277153,60.21947275684897
21.71633145656127,60.21991892815951
21.71722977184539,60.22036509339856
21.71812808712951,60.22036509339856
21.71902640241363,60.22036509339856
21.719924717697747,60.22081125256623
21.72082303298187,60.22081125256623
21.721721348265987,60.22081125256623
21.722619663550105,60.22081125256623
21.723517978834227,60.22081125256623
21.724416294118345,60.22125740566253
21.725314609402464,60.22125740566253
21.726212924686585,60.22125740566253
21.727111239970704,60.22125740566253
21.728009555254825,60.22125740566253
21.728907870538947,60.22125740566253
21.729806185823065,60.22125740566253
21.730704501107184,60.22125740566253
21.731602816391305,60.22125740566253
21.732501131675424,60.22125740566253
21.73339944695954,60.22170355268753
21.734297762243663,60.22170355268753
21.73519607752778,60.22170355268753
21.7360943928119,60.22170355268753
21.73699270809602,60.22170355268753
21.73789102338014,60.22170355268753
21.738789338664258,60.22170355268753
21.73968765394838,60.22170355268753
21.740585969232498,60.22170355268753
21.741484284516616,60.22170355268753
21.742382599800738,60.22170355268753
21.743280915084856,60.22170355268753
21.744179230368974,60.22170355268753
21.745077545653096,60.22170355268753
21.745975860937214,60.22170355268753
21.746874176221333,60.22170355268753
21.747772491505454,60.22170355268753
21.748670806789573,60.22170355268753
21.74956912207369,60.22170355268753
21.750467437357813,60.22170355268753
21.75136575264193,60.22170355268753
21.752264067926053,60.22170355268753
21.753162383210174,60.22170355268753
21.754060698494293,60.22170355268753
21.75495901377841,60.22170355268753
21.755857329062533,60.22170355268753
21.75675564434665,60.222149693641285
21.75765395963077,60.222149693641285
21.75855227491489,60.222149693641285
21.75945059019901,60.222149693641285
21.760348905483127,60.222149693641285
21.76124722076725,60.222149693641285
21.762145536051367,60.222149693641285
21.763043851335485,60.222149693641285
21.763942166619607,60.222149693641285
21.764840481903725,60.222149693641285
21.765738797187844,60.222149693641285
21.766637112471965,60.222595828523836
21.767535427756084,60.222595828523836
21.7684337430402,60.222595828523836
21.769332058324323,60.223041957335276
21.77023037360844,60.223041957335276
21.77112868889256,60.223488080075626
21.77202700417668,60.223488080075626
21.7729253194608,60.223934196744956
21.773823634744918,60.223934196744956
21.774721950029036,60.22438030734332
21.775620265313158,60.22438030734332
21.77651858059728,60.22482641187078
21.777416895881398,60.22482641187078
21.77831521116552,60.22482641187078
21.779213526449638,60.22527251032738
21.780111841733756,60.22527251032738
21.781010157017878,60.22571860271317
21.781908472301996,60.22571860271317
21.782806787586114,60.22616468902823
21.783705102870236,60.22616468902823
21.784603418154354,60.22661076927259
21.785501733438473,60.22661076927259
21.786400048722594,60.22661076927259
21.787298364006713,60.22705684344631
